name,last_match_date,current_elo,peak_elo,selo_Clay,selo_Grass,selo_Hard,wr_Clay,wr_Grass,wr_Hard,overall_wr,form10_wr,form5_wr,streak,avg_rest_days,matches_28d
Cedrik Marcel Stebe,2022-02-07,1477.6646630446178,1512.0,1490.7221115882132,1491.4372214955094,1491.5187406266036,0.45454545454545453,0.45454545454545453,0.4666666666666667,0.4375,0.3333333333333333,0.2,1,36.166666666666664,1
Cem Ilkel,2024-09-13,1468.2410020015436,1500.4870841029676,1473.027767409637,1500.0,1479.4201432813768,0.38461538461538464,0.5,0.42857142857142855,0.4166666666666667,0.4,0.4,-3,33.285714285714285,1
Cesar Cruz,2024-09-14,1452.483078005129,1487.1208039601315,1481.955969069295,1500.0,1481.7670798922654,0.4166666666666667,0.5,0.4166666666666667,0.35714285714285715,0.0,0.0,-4,37.5,1
Cezar Cretu,2024-09-13,1511.6679471053226,1511.6679471053226,1500.0,1500.0,1517.4586280205983,0.5,0.5,0.5833333333333334,0.5454545454545454,0.5,0.5,1,30.0,1
Chak Lam Coleman Wong,2024-01-01,1491.22411085583,1491.22411085583,1500.0,1500.0,1491.1406482837876,0.5,0.5,0.45454545454545453,0.45454545454545453,0.5,0.5,-1,30.0,1
Charles Broom,2024-07-01,1477.6706168464773,1489.0590999523813,1500.0,1482.7326802688358,1500.0,0.5,0.4166666666666667,0.5,0.4166666666666667,0.5,0.5,-2,18.5,2
Chris Rodesch,2025-07-01,1494.9511078760454,1520.4726419944502,1499.7946638084045,1491.527505150463,1499.115113723079,0.5,0.45454545454545453,0.5,0.5,0.5,0.4,-2,33.75,1
Christian Harrison,2022-06-27,1521.6910342682759,1535.6000088421538,1492.0890039462051,1500.3167000882938,1517.5576583957704,0.45454545454545453,0.5,0.5714285714285714,0.5625,0.6666666666666666,0.6,1,25.0,1
Christian Sigsgaard,2022-09-17,1486.0999269117287,1512.0,1500.0,1491.0,1500.0001522484017,0.5,0.45454545454545453,0.5,0.46153846153846156,0.3333333333333333,0.3333333333333333,-2,50.0,1
Christopher Eubanks,2025-07-01,1478.727774351399,1613.3548299968038,1448.4895308703326,1528.835301972914,1478.3607781604085,0.3157894736842105,0.5588235294117647,0.421875,0.4329896907216495,0.5,0.4,-3,11.931034482758621,1
